
SET: rps=0.0 (overall: 0.0) avg_msec=-nan (overall: -nan)
99.998% <= 1.207 milliseconds (cumulative count 999985)
99.999% <= 1.255 milliseconds (cumulative count 999993)
100.000% <= 1.303 milliseconds (cumulative count 999997)
100.000% <= 1.311 milliseconds (cumulative count 999999)
100.000% <= 1.319 milliseconds (cumulative count 1000000)
100.000% <= 1.319 milliseconds (cumulative count 1000000)

Cumulative distribution of latencies:
0.000% <= 0.103 milliseconds (cumulative count 0)
0.002% <= 0.207 milliseconds (cumulative count 18)
61.261% <= 0.303 milliseconds (cumulative count 612613)
99.884% <= 0.407 milliseconds (cumulative count 998844)
99.949% <= 0.503 milliseconds (cumulative count 999489)
99.974% <= 0.607 milliseconds (cumulative count 999738)
99.978% <= 0.703 milliseconds (cumulative count 999783)
99.988% <= 0.807 milliseconds (cumulative count 999884)
99.992% <= 0.903 milliseconds (cumulative count 999924)
99.995% <= 1.007 milliseconds (cumulative count 999949)
99.996% <= 1.103 milliseconds (cumulative count 999965)
99.999% <= 1.207 milliseconds (cumulative count 999985)
100.000% <= 1.303 milliseconds (cumulative count 999997)
100.000% <= 1.407 milliseconds (cumulative count 1000000)

Summary:
  throughput summary: 171291.55 requests per second
  latency summary (msec):
          avg       min       p50       p95       p99       max
        0.301     0.136     0.303     0.327     0.335     1.319

